tag3	tag1	name	autonym
qxt		Santa Ana de Tusi Pasco Quechua	
qxu		Arequipa-La Unión Quechua	
qxw		Jauja Wanca Quechua	
qya		Quenya	
qyp		Quiripi	
raa		Dungmali	
rab		Camling	
rac		Rasawa	
rad		Rade	
raf		Western Meohang	
rag		Logooli	
rah		Rabha	
rai		Ramoaaina	
raj		Rajasthani	
rak		Tulu-Bohuai	
ral		Ralte	
ram		Canela	
ran		Riantana	
rao		Rao	
rap		Rapanui	
raq		Saam	
rar		Rarotongan	Te Reo Maori
ras		Tegali	
rat		Razajerdi	
rau		Raute	
rav		Sampang	
raw		Rawang	Nung, Rawang
rax		Rang	
ray		Rapa	Reo Rapa
raz		Rahambuu	
rbb		Rumai Palaung	
rbk		Northern Bontok	
rbl		Miraya Bikol	
rbp		Barababaraba	
rcf		Réunion Creole French	
rdb		Rudbari	
rea		Rerau	
reb		Rembong	
ree		Rejang Kayan	
reg		Kara (Tanzania)	
rei		Reli	
rej		Rejang	
rel		Rendille	
rem		Remo	
ren		Rengao	
rer		Rer Bare	
res		Reshe	
ret		Retta	
rey		Reyesano	
rga		Roria	
rge		Romano-Greek	
rgk		Rangkas	
rgn		Romagnol	Rumagnol
rgr		Resígaro	
rgs		Southern Roglai	
rgu		Ringgou	
rhg		Rohingya	Ruwainggya
rhp		Yahang	
ria		Riang (India)	
rif		Riffian	
ril		Riang (Myanmar)	
rim		Nyaturu	
rin		Nungu	
rir		Ribun	
rit		Ritarungo	
riu		Riung	
rjg		Rajong	
rji		Raji	
rjs		Rajbanshi	
rka		Kraol	
rkb		Rikbaktsa	
rkh		Rakahanga-Manihiki	
rki		Rakhine	
rkm		Marka	
rkt		Rangpuri	
rkw		Arakwal	
rma		Rama	
rmb		Rembarunga	
rmc		Carpathian Romani	Romanes
rmd		Traveller Danish	
rme		Angloromani	Romanes, Romani
rmf		Kalo Finnish Romani	Kaalengo tšibbaha
rmg		Traveller Norwegian	
rmh		Murkim	
rmi		Lomavren	
rmk		Romkun	
rml		Baltic Romani	Romani
rmm		Roma	
rmn		Balkan Romani	
rmo		Sinte Romani	Romanes
rmp		Rempi	
rmq		Caló	
rms		Romanian Sign Language	
rmt		Domari	
rmu		Tavringer Romani	
rmv		Romanova	
rmw		Welsh Romani	
rmx		Romam	
rmy		Vlax Romani	Romani
rmz		Marma	
rnd		Ruund	
rng		Ronga	
rnl		Ranglong	
rnn		Roon	
rnp		Rongpo	
rnr		Nari Nari	
rnw		Rungwa	
rob		Tae'	
roc		Cacgia Roglai	
rod		Rogo	
roe		Ronji	
rof		Rombo	Kihorombo
rog		Northern Roglai	
rol		Romblomanon	
rom		Romany	
roo		Rotokas	
rop		Kriol	
ror		Rongga	
rou		Runga	
row		Dela-Oenale	
rpn		Repanbitip	
rpt		Rapting	
rri		Ririo	
rro		Waima	
rrt		Arritinngithigh	
rsb		Romano-Serbian	
rsl		Russian Sign Language	
rsm		Miriwoong Sign Language	
rtc		Rungtu Chin	
rth		Ratahan	
rtm		Rotuman	
rts		Yurats	
rtw		Rathawi	
rub		Gungu	
ruc		Ruuli	
rue		Rusyn	русиньскый язык‎ (Rusynska mova)
ruf		Luguru	
rug		Roviana	
ruh		Ruga	
rui		Rufiji	
ruk		Che	Kuche
ruo		Istro Romanian	
rup		Aromanian	Armani
ruq		Megleno Romanian	
rut		Rutul	
ruu		Lanas Lobu	Lobu
ruy		Mala (Nigeria)	
ruz		Ruma	
rwa		Rawo	
rwk		Rwa	Kiruwa
rwm		Amba (Uganda)	Kwamba
rwo		Rawa	
rwr		Marwari (India)	मारवाड़ी‎ (Mārwāṛī)
rxd		Ngardi	
rxw		Karuwali	
ryn		Northern Amami-Oshima	
rys		Yaeyama	
ryu		Central Okinawan	
rzh		Rāziḥī	
saa		Saba	
sab		Buglere	
sac		Meskwaki	
sad		Sandawe	Sandawso
sae		Sabanê	
saf		Safaliba	Safaliba
sah		Sakha	саха тыла
saj		Sahu	
sak		Sake	
sam		Samaritan Aramaic	
sao		Sause	
saq		Samburu	Kisampur
sar		Saraveca	
sas		Sasak	
sat		Santali	Har Rar
sau		Saleman	
sav		Saafi-Saafi	
saw		Sawi	
sax		Sa	
say		Saya	
saz		Saurashtra	
sba		Ngambay	
sbb		Simbo	
sbc		Kele (Papua New Guinea)	
sbd		Southern Samo	
sbe		Saliba	
sbf		Chabu	
sbg		Seget	
sbh		Sori-Harengan	
sbi		Seti	
sbj		Surbakhal	
sbk		Safwa	
sbl		Botolan Sambal	Hambali
sbm		Sagala	
sbn		Sindhi Bhil	
sbo		Sabüm	
sbp		Sangu	Ishisangu
sbq		Sileibi	
sbr		Sembakung Murut	
sbs		Subiya	
sbt		Kimki	
sbu		Stod Bhoti	
sbv		Sabine	
sbw		Simba	
sbx		Seberuang	
sby		Soli	
sbz		Sara Kaba	
scb		Chut	
sce		Dongxiang	Santa
scf		San Miguel Creole French	
scg		Sanggau	
sch		Sakachep	
sci		Sri Lankan Creole Malay	
sck		Sadri	
scl		Shina	شینا‎ (Šīnā)
scn		Sicilian	
sco		Scots	
scp		Helambu Sherpa	
scq		Sa'och	
scs		North Slavey	Satúotine Yatí
sct		Southern Katang	
scu		Shumcho	
scv		Sheni	
scw		Sha	
scx		Sicel	
sda		Toraja-Sa'dan	
sdb		Shabak	
sdc		Sassarese Sardinian	
sde		Surubu	
sdf		Sarli	
sdg		Savi	
sdh		Southern Kurdish	کوردی خوارگ
sdj		Suundi	
sdk		Sos Kundi	
sdl		Saudi Arabian Sign Language	
sdm		Semandang	
sdn		Gallurese Sardinian	
sdo		Bukar-Sadung Bidayuh	
sdp		Sherdukpen	
sdr		Oraon Sadri	
sds		Sened	
sdt		Shuadit	
sdu		Sarudu	
sdx		Sibu Melanau	
sdz		Sallands	
sea		Semai	
seb		Shempire Senoufo	
sec		Sechelt	
sed		Sedang	
see		Seneca	
sef		Cebaara Senoufo	
seg		Segeju	
seh		Sena	sena
sei		Seri	Cmiique Iitom
sej		Sene	
sek		Sekani	Tse’khene
sel		Selkup	
sen		Nanerigé Sénoufo	
seo		Suarmin	
sep		Sìcìté Sénoufo	Sìcijuungé
seq		Senara Sénoufo	
ser		Serrano	
ses		Koyraboro Senni	Koyraboro senni
set		Sentani	
seu		Serui-Laut	
sev		Nyarafolo Senoufo	
sew		Sewa Bay	
sey		Secoya	
sez		Senthang Chin	Senthang Chin
sfb		Langue des signes de Belgique Francophone	
sfe		Eastern Subanen	
sfm		Small Flowery Miao	
sfs		South African Sign Language	
sfw		Sehwi	
sga		Old Irish	
sgb		Mag-antsi Ayta	
sgc		Kipsigis	
sgd		Surigaonon	
sge		Segai	
sgg		Swiss-German Sign Language	
sgh		Shughni	Khugnone
sgi		Suga	
sgj		Surgujia	
sgk		Sangkong	
sgm		Singa	
sgp		Singpho	
sgr		Sangisari	
sgs		Samogitian	Žemaitiu
sgt		Brokpake	
sgu		Salas	
sgw		Sebat Bet Gurage	
sgx		Sierra Leone Sign Language	
sgy		Sanglechi	
sgz		Sursurunga	
sha		Shall-Zwall	
shb		Ninam	
shc		Sonde	
shd		Kundal Shahi	
she		Sheko	
shg		Shua	
shh		Shoshoni	
shi		Tachelhit	ⵜⴰⵛⵍⵃⵉⵜ
shj		Shatt	Caning
shk		Shilluk	
shl		Shendu	
shm		Shahrudi	
shn		Shan	
sho		Shanga	
shp		Shipibo-Conibo	
shq		Sala	
shr		Shi	
shs		Shuswap	
sht		Shasta	
shu		Chadian Arabic	العربية‎ (Alearabia)
shv		Shehri	
shw		Shwai	Cwaya
shx		She	
shy		Tachawit	
shz		Syenara Senoufo	
sia		Akkala Sami	
sib		Sebop	
sid		Sidamo	Sidaamu Afo
sie		Simaa	
sif		Siamou	
sig		Paasaal	
sih		Zire	
sii		Shom Peng	
sij		Numbami	
sik		Sikiana	
sil		Tumulung Sisaala	
sim		Mende (Papua New Guinea)	
sip		Sikkimese	
siq		Sonia	
sir		Siri	
sis		Siuslaw	
siu		Sinagen	
siv		Sumariup	
siw		Siwai	
six		Sumau	
siy		Sivandi	
siz		Siwi	
sja		Epena	Epéna Pedée
sjb		Sajau Basap	
sjd		Kildin Sami	Кӣллт са̄мь кӣлл
sje		Pite Sami	Bidumsámegiella
sjg		Assangori	
sjk		Kemi Sami	
sjl		Sajalong	
sjm		Mapun	Jama Mapun
sjn		Sindarin	
sjo		Xibe	
sjp		Surjapuri	
sjr		Siar-Lak	
sjs		Senhaja De Srair	
sjt		Ter Sami	saa´mekiill
sju		Ume Sami	Ubmejensámien giella
sjw		Shawnee	
ska		Skagit	
skb		Saek	
skc		Ma Manda	
skd		Southern Sierra Miwok	
ske		Seke (Vanuatu)	
skf		Sakirabiá	
skg		Sakalava Malagasy	
skh		Sikule	
ski		Sika	
skj		Seke (Nepal)	
skm		Kutong	Kutong gin
skn		Kolibugan Subanon	
sko		Seko Tengah	
skp		Sekapan	
skq		Sininkere	
skr		Saraiki	سرائیکی‎ (Saraiki)
sks		Maia	
skt		Sakata	
sku		Sakao	
skv		Skou	
skw		Skepi Creole Dutch	
skx		Seko Padang	Sua Tu Padang
sky		Sikaiana	
skz		Sekar	
slc		Sáliba	
sld		Sissala	
sle		Sholaga	
slf		Swiss-Italian Sign Language	
slg		Selungai Murut	
slh		Southern Puget Sound Salish	
sli		Lower Silesian	
slj		Salumá	
sll		Salt-Yui	
slm		Pangutaran Sama	
sln		Salinan	
slp		Lamaholot	
slq		Salchuq	
slr		Salar	
sls		Singapore Sign Language	
slt		Sila	
slu		Selaru	
slw		Sialum	
slx		Salampasu	
sly		Selayar	
slz		Ma'ya	
sma		Southern Sami	åarjelsaemien gïele
smb		Simbari	
smc		Som	
smd		Sama	
smf		Auwe	
smg		Simbali	
smh		Samei	
smj		Lule Sami	julevsámegiella
smk		Bolinao	Binobolinao
sml		Central Sama	
smm		Musasa	
smn		Inari Sami	anarâškielâ
smp		Samaritan	
smq		Samo	
smr		Simeulue	
sms		Skolt Sami	nuõrttsääʹmǩiõll
smt		Simte	
smu		Somray	
smv		Samvedi	
smw		Sumbawa	
smx		Samba	
smy		Semnani	
smz		Simeku	
snb		Sebuyau	
snc		Sinaugoro	
sne		Bau Bidayuh	
snf		Noon	
sng		Sanga (Democratic Republic of Congo)	
sni		Sensi	
snj		Riverain Sango	
snk		Soninke	Sooninkanxanne
snl		Sangil	
snm		Southern Ma'di	
snn		Siona	
sno		Snohomish	
snp		Siane	
snq		Sangu (Gabon)	
snr		Sihan	
sns		South West Bay	
snu		Senggi	
snv		Sa'ban	
snw		Selee	Bale
snx		Sam	
sny		Saniyo-Hiyewe	
snz		Sinsauru	
soa		Thai Song	
sob		Sobei	
soc		So (Democratic Republic of Congo)	
sod		Songoora	
soe		Songomeno	
sog		Sogdien	
soh		Aka	
soi		Sonha	
soj		Soi	
sok		Sokoro	soŋoroŋ
sol		Solos	
soo		Songo	
sop		Songe	
soq		Kanasi	
sor		Somrai	Shibne
sos		Seeku	
sou		Southern Thai	
sov		Sonsorol	
sow		Sowanda	
sox		Swo	
soy		Miyobe	
soz		Temi	GiTemi
spb		Sepa (Indonesia)	
spc		Sapé	
spd		Saep	
spe		Sepa (Papua New Guinea)	
spg		Sian	
spi		Saponi	
spk		Sengo	
spl		Selepet	
spm		Akukem	
spn		Sanapaná	Nenlhet
spo		Spokane	
spp		Supyire Senoufo	
spq		Loreto-Ucayali Spanish	
spr		Saparua	
sps		Saposa	
spt		Spiti Bhoti	
spu		Sapuan	
spv		Sambalpuri	
spx		South Picene	
spy		Sabaot	
sqa		Shama-Sambuga	
sqh		Shau	
sqk		Albanian Sign Language	
sqm		Suma	
sqn		Susquehannock	
sqo		Sorkhei	
sqq		Sou	
sqr		Siculo Arabic	
sqs		Sri Lankan Sign Language	
sqt		Soqotri	
squ		Squamish	
sra		Saruga	
srb		Sora	
src		Logudorese Sardinian	
sre		Sara	
srf		Nafi	
srg		Sulod	
srh		Sarikoli	
sri		Siriano	
srk		Serudung Murut	
srl		Isirawa	
srm		Saramaccan	
srn		Sranan Tongo	Sranan, Sranan Tongo
sro		Campidanese Sardinian	
srq		Sirionó	
srr		Serer	
srs		Sarsi	
srt		Sauri	
sru		Suruí	
srv		Southern Sorsoganon	
srw		Serua	
srx		Sirmauri	
sry		Sera	
srz		Shahmirzadi	
ssb		Southern Sama	Sinama, Tawi-Tawi Sinama
ssc		Suba-Simbiti	
ssd		Siroi	
sse		Balangingi	Bangingih
ssf		Thao	
ssg		Seimat	
ssh		Shihhi Arabic	
ssi		Sansi	
ssj		Sausi	
ssk		Sunam	
ssl		Western Sisaala	
ssm		Semnam	
ssn		Waata	
sso		Sissano	
ssp		Spanish Sign Language	
ssq		So'a	
ssr		Swiss-French Sign Language	
sss		Sô	
sst		Sinasina	
ssu		Susuami	
ssv		Shark Bay	
ssx		Samberigi	
ssy		Saho	
ssz		Sengseng	
sta		Settla	
stb		Northern Subanen	
std		Sentinel	
ste		Liana-Seti	
stf		Seta	
stg		Trieng	
sth		Shelta	
sti		Bulo Stieng	
stj		Matya Samo	
stk		Arammba	
stl		Stellingwerfs	
stm		Setaman	
stn		Owa	
sto		Stoney	
stp		Southeastern Tepehuan	O’dam
stq		Saterland Frisian	
str		Straits Salish	
sts		Shumashti	
stt		Budeh Stieng	
stu		Samtao	
stv		Silt'e	
stw		Satawalese	
sty		Siberian Tatar	
sua		Sulka	
sub		Suku	
suc		Western Subanon	
sue		Suena	
sug		Suganga	
sui		Suki	
suj		Shubi	
suk		Sukuma	
suq		Suri	
sur		Mwaghavul	Mwaghavul
sus		Susu	
sut		Subtiaba	
suv		Puroik	
suw		Sumbwa	
sux		Sumerian	
suy		Suyá	
suz		Sunwar	
sva		Svan	Lushnu
svb		Ulau-Suain	
svc		Vincentian Creole English	Vincy Twang
sve		Serili	
svk		Slovakian Sign Language	
svm		Slavomolisano	Na-našu
svs		Savosavo	
svx		Skalvian	
swb		Comorian	Maore Comorian, Shimaore
swc		Congo Swahili	Kiswahili
swf		Sere	
swg		Swabian	
swh		Swahili (individual language)	Kiswahili, Swahili
swi		Sui	
swj		Sira	
swk		Malawi Sena	
swl		Swedish Sign Language	
swm		Samosa	
swn		Sawknah	
swo		Shanenawa	
swp		Suau	
swq		Sharwa	
swr		Saweru	
sws		Seluwasan	
swt		Sawila	
swu		Suwawa	
swv		Shekhawati	
sww		Sowa	
swx		Suruahá	
swy		Sarua	
sxb		Suba	
sxc		Sicanian	
sxe		Sighu	
sxg		Shixing	
sxk		Southern Kalapuya	
sxl		Selian	
sxm		Samre	
sxn		Sangir	
sxo		Sorothaptic	
sxr		Saaroa	
sxs		Sasaru	
sxu		Upper Saxon	
sxw		Saxwe Gbe	
sya		Siang	
syb		Central Subanen	
syc		Classical Syriac	
syi		Seki	
syk		Sukur	
syl		Sylheti	
sym		Maya Samo	
syn		Senaya	
syo		Suoy	
syr		Syriac	ܣܘܪܝܝܐ
sys		Sinyar	
syw		Kagate	स्युबा‎ (Syuba)
syx		Samay	
syy		Al-Sayyid Bedouin Sign Language	
sza		Semelai	
szb		Ngalum	
szc		Semaq Beri	
szd		Seru	
sze		Seze	
szg		Sengele	
szl		Silesian	
szn		Sula	
szp		Suabo	
szs		Solomon Islands Sign Language	
szv		Isu (Fako Division)	
szw		Sawai	
taa		Lower Tanana	
tab		Tabassaran	
tac		Lowland Tarahumara	Rarómari raicha
tad		Tause	
tae		Tariana	
taf		Tapirapé	
tag		Tagoi	
taj		Eastern Tamang	
tak		Tala	
tal		Tal	
tan		Tangale	
tao		Yami	Pongso no Tao
tap		Taabwa	
taq		Tamasheq	
tar		Central Tarahumara	Ralámuli raicha
tas		Tay Boi	
tau		Upper Tanana	
tav		Tatuyo	
taw		Tai	
tax		Tamki	
tay		Atayal	
taz		Tocho	
tba		Aikanã	
tbb		Tapeba	
tbc		Takia	
tbd		Kaki Ae	
tbe		Tanimbili	
tbf		Mandara	
tbg		North Tairora	
tbh		Thurawal	
tbi		Gaam	Gaahmg
tbj		Tiang	
tbk		Calamian Tagbanwa	
tbl		Tboli	
tbm		Tagbu	
tbn		Barro Negro Tunebo	
tbo		Tawala	
tbp		Taworta	
tbr		Tumtum	
tbs		Tanguat	
tbt		Tembo (Kitembo)	
tbu		Tubar	
tbv		Tobo	
tbw		Tagbanwa	
tbx		Kapin	
tby		Tabaru	
tbz		Ditammari	Ditammari
tca		Ticuna	
tcb		Tanacross	
tcc		Datooga	
tcd		Tafi	
tce		Southern Tutchone	
tcf		Malinaltepec Me'phaa	Mè’phàà Mañuwìín
tcg		Tamagario	
tch		Turks And Caicos Creole English	
tci		Wára	
tck		Tchitchege	
tcl		Taman (Myanmar)	
tcm		Tanahmerah	
tcn		Tichurong	
tco		Taungyo	
tcp		Tawr Chin	Thawr
tcq		Kaiy	
tcs		Torres Strait Creole	
tct		T'en	
tcu		Southeastern Tarahumara	
tcw		Tecpatlán Totonac	Totonaca
tcx		Toda	
tcy		Tulu	
tcz		Thado Chin	
tda		Tagdal	
tdb		Panchpargania	
tdc		Emberá-Tadó	
tdd		Tai Nüa	
tde		Tiranige Diga Dogon	
tdf		Talieng	
tdg		Western Tamang	
tdh		Thulung	
tdi		Tomadino	
tdj		Tajio	
tdk		Tambas	
tdl		Sur	
tdm		Taruma	
tdn		Tondano	
tdo		Teme	
tdq		Tita	
tdr		Todrah	
tds		Doutai	
tdt		Tetun Dili	Lia-Tetun, Tetun Dili
tdv		Toro	
tdx		Tandroy-Mahafaly Malagasy	
tdy		Tadyawan	
tea		Temiar	
teb		Tetete	
tec		Terik	
ted		Tepo Krumen	
tee		Huehuetla Tepehua	
tef		Teressa	
teg		Teke-Tege	
teh		Tehuelche	
tei		Torricelli	
tek		Ibali Teke	
tem		Timne	Themne
ten		Tama (Colombia)	
teo		Teso	Kiteso
tep		Tepecano	
teq		Temein	
ter		Tereno	
tes		Tengger	
tet		Tetum	Tetun
teu		Soo	
tev		Teor	
tew		Tewa (USA)	
tex		Tennet	
tey		Tulishi	
tfi		Tofin Gbe	
tfn		Tanaina	
tfo		Tefaro	
tfr		Teribe	Naso
tft		Ternate	
tga		Sagalla	
tgb		Tobilung	Momogun, Tobilung
tgc		Tigak	
tgd		Ciwogai	
tge		Eastern Gorkha Tamang	
tgf		Chalikha	
tgh		Tobagonian Creole English	
tgi		Lawunuia	
tgj		Tagin	
tgn		Tandaganon	
tgo		Sudest	
tgp		Tangoa	
tgq		Tring	
tgr		Tareng	
tgs		Nume	
tgt		Central Tagbanwa	
tgu		Tanggu	
tgv		Tingui-Boto	
tgw		Tagwana Senoufo	
tgx		Tagish	
tgy		Togoyo	
tgz		Tagalaka	
thd		Thayore	
the		Chitwania Tharu	मध्य क्षेत्रीय थारू‎ (Madhya Ksetriya Tharu)
thf		Thangmi	
thh		Northern Tarahumara	
thi		Tai Long	
thk		Tharaka	
thl		Dangaura Tharu	
thm		Aheu	
thn		Thachanadan	
thp		Thompson	
thq		Kochila Tharu	
thr		Rana Tharu	
ths		Thakali	
tht		Tahltan	
thu		Thuri	
thv		Tahaggart Tamahaq	
thw		Thudam	
thy		Tha	
thz		Tayart Tamajeq	Tamajeq
tia		Tidikelt Tamazight	
tic		Tira	
tif		Tifal	
tig		Tigre	ትግረ
tih		Timugon Murut	Timugon
tii		Tiene	
tij		Tilung	
tik		Tikar	
til		Tillamook	
tim		Timbe	
tin		Tindi	
tio		Teop	
tip		Trimuris	
tiq		Tiéfo	
tis		Masadiit Itneg	
tit		Tinigua	
tiu		Adasen	
tiv		Tiv	Tiv
tiw		Tiwi	
tix		Southern Tiwa	
tiy		Tiruray	
tiz		Tai Hongjin	
tja		Tajuasohn	
tjg		Tunjung	
tji		Northern Tujia	
tjl		Tai Laing	
tjm		Timucua	
tjn		Tonjon	
tjo		Temacine Tamazight	
tjs		Southern Tujia	
tju		Tjurruru	
tjw		Djabwurrung	
tka		Truká	
tkb		Buksa	
tkd		Tukudede	
tke		Takwane	
tkf		Tukumanféd	
tkg		Tesaka Malagasy	Tesaka Malagasy
tkl		Tokelau	
tkm		Takelma	
tkn		Toku-No-Shima	
tkp		Tikopia	
tkq		Tee	
tkr		Tsakhur	Cʼäxna miz
tks		Takestani	
tkt		Kathoriya Tharu	
tku		Upper Necaxa Totonac	Totonaca
tkv		Mur Pano	
tkw		Teanu	
tkx		Tangko	
tkz		Takua	
tla		Southwestern Tepehuan	
tlb		Tobelo	
tlc		Yecuatla Totonac	
tld		Talaud	
tlf		Telefol	
tlg		Tofanma	
tlh		Klingon	
tli		Tlingit	Łingít
tlj		Talinga-Bwisi	Bwisi
tlk		Taloki	
tll		Tetela	
tlm		Tolomako	
tln		Talondo'	
tlo		Talodi	
tlp		Filomena Mata-Coahuitlán Totonac	
tlq		Tai Loi	
tlr		Talise	
tls		Tambotalo	
tlt		Sou Nama	
tlu		Tulehu	
tlv		Taliabu	
tlx		Khehek	
tly		Talysh	
tma		Tama (Chad)	
tmb		Katbol	
tmc		Tumak	
tmd		Haruai	Haruai
tme		Tremembé	
tmf		Toba-Maskoy	
tmg		Ternateño	
tmh		Tamashek	
tmi		Tutuba	
tmj		Samarokena	
tmk		Northwestern Tamang	
tml		Tamnim Citak	
tmm		Tai Thanh	
tmn		Taman (Indonesia)	
tmo		Temoq	
tmq		Tumleo	
tmr		Jewish Babylonian Aramaic (ca. 200-1200 CE)	
tms		Tima	
tmt		Tasmate	
tmu		Iau	
tmv		Tembo (Motembo)	
tmw		Temuan	
tmy		Tami	
tmz		Tamanaku	
tna		Tacana	
tnb		Western Tunebo	
tnc		Tanimuca-Retuarã	
tnd		Angosturas Tunebo	
tng		Tobanga	
tnh		Maiani	
tni		Tandia	
tnk		Kwamera	
tnl		Lenakel	
tnm		Tabla	
tnn		North Tanna	
tno		Toromono	
tnp		Whitesands	
tnq		Taino	
tnr		Ménik	
tns		Tenis	
tnt		Tontemboan	
tnu		Tay Khang	
tnv		Tangchangya	
tnw		Tonsawang	
tnx		Tanema	
tny		Tongwe	
tnz		Ten'edn	
tob		Toba	Qom
toc		Coyutla Totonac	
tod		Toma	
tof		Gizrra	
tog		Nyasa Tonga	
toh		Gitonga	
toi		Tonga (Zambia)	Chitonga, Tonga
toj		Tojolabal	Tojolabal
tol		Tolowa	
tom		Tombulu	
too		Xicotepec De Juárez Totonac	
top		Papantla Totonac	
toq		Toposa	
tor		Togbo-Vara Banda	
tos		Highland Totonac	
tou		Tho	
tov		Upper Taromi	
tow		Jemez	
tox		Tobian	
toy		Topoiyo	
toz		To	
tpa		Taupota	
tpc		Azoyú Me'phaa	Mè’pháà Tsìndíì
tpe		Tippera	
tpf		Tarpia	
tpg		Kula	
tpi		Tok Pisin	Tok Pisin
tpj		Tapieté	
tpk		Tupinikin	
tpl		Tlacoapa Me'phaa	Mi’phàà Mí’uíí
tpm		Tampulma	
tpn		Tupinambá	
tpo		Tai Pao	
tpp		Pisaflores Tepehua	
tpq		Tukpa	
tpr		Tuparí	
tpt		Tlachichilco Tepehua	
tpu		Tampuan	
tpv		Tanapag	
tpw		Tupí	
tpx		Acatepec Me'phaa	Me’pàà Wí’ììn
tpy		Trumai	
tpz		Tinputz	
tqb		Tembé	
tql		Lehali	
tqm		Turumsa	
tqn		Tenino	
tqo		Toaripi	
tqp		Tomoip	
tqq		Tunni	
tqr		Torona	
tqt		Western Totonac	Xinulajgsípij Totonaco
tqu		Touo	
tqw		Tonkawa	
tra		Tirahi	
trb		Terebu	
trc		Copala Triqui	
trd		Turi	
tre		East Tarangan	
trf		Trinidadian Creole English	
trg		Lishán Didán	
trh		Turaka	
tri		Trió	
trj		Toram	
trl		Traveller Scottish	
trm		Tregami	
trn		Trinitario	
tro		Tarao Naga	
trp		Kok Borok	
trq		San Martín Itunyoso Triqui	
trr		Taushiro	
trs		Chicahuaxtla Triqui	
trt		Tunggare	
tru		Turoyo	Surayt
trv		Taroko	Sediq Taroko
trw		Torwali	
trx		Tringgus-Sembaan Bidayuh	
try		Turung	
trz		Torá	
tsa		Tsaangi	
tsb		Tsamai	
tsc		Tswa	
tsd		Tsakonian	
tse		Tunisian Sign Language	
tsg		Tausug	
tsh		Tsuvan	
tsi		Tsimshian	Sm’algyax
tsj		Tshangla	
tsk		Tseku	
tsl		Ts'ün-Lao	
tsm		Turkish Sign Language	
tsp		Northern Toussian	
tsq		Thai Sign Language	
tsr		Akei	
tss		Taiwan Sign Language	
tst		Tondi Songway Kiini	
tsu		Tsou	
tsv		Tsogo	
tsw		Tsishingini	
tsx		Mubami	
tsy		Tebul Sign Language	
tsz		Purepecha	P’urhepecha
tta		Tutelo	
ttb		Gaa	
ttc		Tektiteko	B’a’aj
ttd		Tauade	
tte		Bwanabwana	
ttf		Tuotomb	
ttg		Tutong	
tth		Upper Ta'oih	
tti		Tobati	
ttj		Tooro	
ttk		Totoro	
ttl		Totela	
ttm		Northern Tutchone	
ttn		Towei	
tto		Lower Ta'oih	
ttp		Tombelala	
ttq		Tawallammat Tamajaq	Tamajaq
ttr		Tera	
tts		Northeastern Thai	อีสาน‎ (Isan)
ttt		Muslim Tat	
ttu		Torau	
ttv		Titan	
ttw		Long Wat	
tty		Sikaritai	
ttz		Tsum	
tua		Wiarumus	
tub		Tübatulabal	
tuc		Mutu	
tud		Tuxá	
tue		Tuyuca	
tuf		Central Tunebo	
tug		Tunia	
tuh		Taulil	
tui		Tupuri	
tuj		Tugutil	
tul		Tula	
tum		Tumbuka	
tun		Tunica	
tuo		Tucano	
tuq		Tedaga	
tus		Tuscarora	
tuu		Tututni	
tuv		Turkana	
tux		Tuxináwa	
tuy		Tugen	
tuz		Turka	
tva		Vaghua	
tvd		Tsuvadi	
tve		Te'un	
tvk		Southeast Ambrym	
tvl		Tuvalu	
tvm		Tela-Masbuar	
tvn		Tavoyan	
tvo		Tidore	
tvs		Taveta	
tvt		Tutsa Naga	
tvu		Tunen	
tvw		Sedoa	
tvy		Timor Pidgin	
twa		Twana	
twb		Western Tawbuid	
twc		Teshenawa	
twd		Twents	
twe		Tewa (Indonesia)	
twf		Northern Tiwa	
twg		Tereweng	
twh		Tai Dón	
twl		Tawara	
twm		Tawang Monpa	
twn		Twendi	
two		Tswapong	
twp		Ere	
twq		Tasawaq	Tasawaq senni
twr		Southwestern Tarahumara	
twt		Turiwára	
twu		Termanu	
tww		Tuwari	
twx		Tewe	
twy		Tawoyan	
txa		Tombonuo	Tangar nu Tombonuo
txb		Tokharian B	
txc		Tsetsaut	
txe		Totoli	
txg		Tangut	
txh		Thracian	
txi		Ikpeng	
txj		Tarjumo	
txm		Tomini	
txn		West Tarangan	
txo		Toto	
txq		Tii	
txr		Tartessian	
txs		Tonsea	
txt		Citak	
txu		Kayapó	
txx		Tatana	Tatana
txy		Tanosy Malagasy	
tya		Tauya	
tye		Kyanga	Kyanga
tyh		O'du	
tyi		Teke-Tsaayi	
tyj		Tai Do	
tyl		Thu Lao	
tyn		Kombai	
typ		Thaypan	
tyr		Tai Daeng	
tys		Tày Sa Pa	
tyt		Tày Tac	
tyu		Kua	
tyv		Tuvinian	тыва‎ (tyva), тыва дыл‎ (tyva dyl)
tyx		Teke-Tyee	
tyz		Tày	
tza		Tanzanian Sign Language	
tzh		Tzeltal	Bats’il k’op
tzj		Tz'utujil	
tzl		Talossan	
tzm		Central Atlas Tamazight	Tamaziɣt n laṭlaṣ
tzn		Tugun	Tugun
tzo		Tzotzil	Bats’i k’op
tzx		Tabriak	
uam		Uamué	
uan		Kuan	
uar		Tairuma	
uba		Ubang	
ubi		Ubi	
ubl		Buhi'non Bikol	Boie’nen, Buhi
ubr		Ubir	
ubu		Umbu-Ungu	
uby		Ubykh	
uda		Uda	
ude		Udihe	
udg		Muduga	
udi		Udi	
udj		Ujir	
udl		Wuzlam	
udm		Udmurt	
udu		Uduk	Twampa
ues		Kioko	
